TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
23,23,9,3,3,1,2.550000e+00,1.0,22.0,137.04938,0.0,999.0,999.0,999.0,139.56166,140.57822,3.5288339,140.57858,141.59454
24,24,7,3,1,4,2.550000e+00,1.0,23.0,141.59895,0.0,999.0,999.0,999.0,144.11218,145.12685,3.527886,145.12717,149.12808
25,25,1,1,1,1,8.500000e-01,1.0,24.0,149.14195,0.0,999.0,999.0,999.0,151.64453,152.66039,3.5184393,152.66074,153.6771
26,26,3,1,3,2,1.700000e+00,1.0,25.0,153.6837,0.0,999.0,999.0,999.0,156.19458,157.21072,3.527021,157.21106,159.22687
27,27,1,1,1,3,8.500000e-01,1.0,26.0,159.23322,0.0,999.0,999.0,999.0,161.74422,162.75935,3.5261383,162.75969,165.76004
28,28,8,3,2,4,1.700000e+00,1.0,27.0,165.7711,0.0,999.0,999.0,999.0,168.2771,169.2933,3.5221932,169.29364,173.30984
29,29,6,2,3,3,1.700000e+00,1.0,28.0,173.31862,0.0,999.0,999.0,999.0,175.82712,176.84389,3.5252697,176.84425,179.85939
30,30,2,1,2,1,8.500000e-01,1.0,29.0,179.87297,0.0,999.0,999.0,999.0,182.3767,183.393,3.5200336,183.39352,184.4093
31,31,1,1,1,4,2.550000e+00,1.0,30.0,184.41832,0.0,999.0,999.0,999.0,186.9272,187.9428,3.5244741,187.94295,191.95924
32,32,8,3,2,4,1.700000e+00,1.0,31.0,191.97227,0.0,999.0,999.0,999.0,194.4769,195.49382,3.52155,195.49417,199.50998
33,33,7,3,1,3,8.500000e-01,1.0,32.0,199.51486,0.0,999.0,999.0,999.0,202.0273,203.04321,3.5283453,203.0438,206.05898
34,34,3,1,3,4,8.500000e-01,1.0,33.0,206.07214,0.0,999.0,999.0,999.0,208.57639,209.59206,3.5199046,209.5924,213.59337
35,35,6,2,3,2,1.700000e+00,1.0,34.0,213.60307,0.0,999.0,999.0,999.0,216.10997,217.12564,3.5225716,217.12616,219.12695
36,36,1,1,1,2,8.500000e-01,1.0,35.0,219.13985,0.0,999.0,999.0,999.0,221.64308,222.65999,3.5201461,222.66057,224.67552
37,37,7,3,1,3,1.700000e+00,1.0,36.0,224.68465,0.0,999.0,999.0,999.0,227.19337,228.21281,3.5281577,228.2134,231.2264
38,38,3,1,3,1,1.700000e+00,1.0,37.0,231.24146,0.0,999.0,999.0,999.0,233.74274,234.75916,3.517693,234.75948,235.77524
39,39,9,3,3,3,2.550000e+00,1.0,38.0,235.78494,0.0,999.0,999.0,999.0,238.29327,239.31015,3.5252025,239.3105,242.32564
40,40,1,1,1,3,1.700000e+00,1.0,39.0,242.33847,0.0,999.0,999.0,999.0,244.84305,245.85892,3.520447,245.85927,248.87538
41,41,9,3,3,4,2.550000e+00,1.0,40.0,248.88608,0.0,999.0,999.0,999.0,251.39282,252.40901,3.5229378,252.40935,256.42618
42,42,6,2,3,2,8.500000e-01,1.0,41.0,256.43567,0.0,999.0,999.0,999.0,258.94284,259.9598,3.5241463,259.96014,261.97595
43,43,6,2,3,3,1.700000e+00,1.0,42.0,261.98062,0.0,999.0,999.0,999.0,264.49274,265.51004,3.5294201,265.5104,268.52563
44,44,9,3,3,2,1.700000e+00,1.0,43.0,268.53397,0.0,999.0,999.0,999.0,271.0433,272.05972,3.525754,272.0601,274.07483
45,45,4,2,1,3,8.500000e-01,1.0,44.0,274.08786,0.0,999.0,999.0,999.0,276.5927,277.60876,3.5208876,277.60934,280.6252
46,46,3,1,3,2,2.550000e+00,1.0,45.0,280.63565,0.0,999.0,999.0,999.0,283.14224,284.15903,3.5234065,284.15982,286.17517
47,47,4,2,1,1,1.700000e+00,1.0,46.0,286.18484,0.0,999.0,999.0,999.0,288.69223,289.70895,3.5241208,289.7093,290.72598
48,48,6,2,3,4,8.500000e-01,1.0,47.0,290.73248,0.0,999.0,999.0,999.0,293.2434,294.25842,3.5259247,294.25876,298.25885
49,49,4,2,1,3,2.550000e+00,1.0,48.0,298.26318,0.0,999.0,999.0,999.0,300.77667,301.79214,3.5289521,301.79266,304.80823
50,50,4,2,1,4,8.500000e-01,1.0,49.0,304.81274,0.0,999.0,999.0,999.0,307.32584,308.34195,3.529195,308.3423,312.358
51,51,1,1,1,3,2.550000e+00,1.0,50.0,312.3707,0.0,999.0,999.0,999.0,314.87625,315.89108,3.5203826,315.89142,318.90756
52,52,7,3,1,2,8.500000e-01,1.0,51.0,318.91827,0.0,999.0,999.0,999.0,321.42505,322.4412,3.522937,322.44177,324.45764
53,53,4,2,1,2,1.700000e+00,1.0,52.0,324.46967,0.0,999.0,999.0,999.0,326.9759,327.9915,3.5218446,327.992,330.0073
54,54,9,3,3,4,1.700000e+00,1.0,53.0,330.0158,0.0,999.0,999.0,999.0,332.52563,333.5407,3.524875,333.54102,337.55762
55,55,3,1,3,3,1.700000e+00,1.0,54.0,337.56943,0.0,999.0,999.0,999.0,340.0754,341.09152,3.5221097,341.09204,344.10745
56,56,3,1,3,3,2.550000e+00,1.0,55.0,344.11414,0.0,999.0,999.0,999.0,346.62625,347.6413,3.527171,347.64163,350.657
57,57,2,1,2,1,1.700000e+00,1.0,56.0,350.66315,0.0,999.0,999.0,999.0,353.1753,354.19138,3.5282216,354.1917,355.20728
58,58,9,3,3,2,1.700000e+00,1.0,57.0,355.2183,0.0,999.0,999.0,999.0,357.72504,358.74094,3.52265,358.74127,360.75717
59,59,5,2,2,4,1.700000e+00,1.0,58.0,360.7652,0.0,999.0,999.0,999.0,363.27454,364.2921,3.5269184,364.29245,368.30704
60,60,2,1,2,4,2.550000e+00,1.0,59.0,368.3237,0.0,999.0,999.0,999.0,370.82468,371.84134,3.5176187,371.84164,375.85742
61,61,4,2,1,2,2.550000e+00,1.0,60.0,375.8673,0.0,999.0,999.0,999.0,378.3743,379.39102,3.5237138,379.39133,381.407
62,62,8,3,2,2,2.550000e+00,1.0,61.0,381.42108,0.0,999.0,999.0,999.0,383.92532,384.941,3.5199296,384.94147,386.95703
63,63,4,2,1,1,1.700000e+00,1.0,62.0,386.96774,0.0,999.0,999.0,999.0,389.4749,390.49026,3.522518,390.4906,391.49106
64,64,4,2,1,1,8.500000e-01,1.0,63.0,391.49554,0.0,999.0,999.0,999.0,394.008,395.02475,3.5292056,395.02524,396.041
65,65,7,3,1,3,2.550000e+00,1.0,64.0,396.05222,0.0,999.0,999.0,999.0,398.5574,399.57385,3.5216348,399.57443,402.59033
66,66,8,3,2,2,8.500000e-01,1.0,65.0,402.59445,0.0,999.0,999.0,999.0,405.10895,406.12408,3.529638,406.12442,408.1403
67,67,9,3,3,3,8.500000e-01,1.0,66.0,408.1466,0.0,999.0,999.0,999.0,410.65778,411.67325,3.5266428,411.6737,414.67386
68,68,3,1,3,4,2.550000e+00,1.0,67.0,414.68686,0.0,999.0,999.0,999.0,417.19064,418.2066,3.5197597,418.20697,422.20703
69,69,6,2,3,2,8.500000e-01,1.0,68.0,422.217,0.0,999.0,999.0,999.0,424.72415,425.74173,3.5247152,425.74216,427.757
70,70,3,1,3,4,1.700000e+00,1.0,69.0,427.76944,0.0,999.0,999.0,999.0,430.27438,431.29016,3.5207188,431.2905,435.30807
71,71,9,3,3,1,1.700000e+00,1.0,70.0,435.3169,0.0,999.0,999.0,999.0,437.82382,438.8402,3.523338,438.84055,439.85672
72,72,2,1,2,1,2.550000e+00,1.0,71.0,439.87094,0.0,999.0,999.0,999.0,442.37308,443.38965,3.5186896,443.38998,444.40637
73,73,9,3,3,2,1.700000e+00,1.0,72.0,444.41434,0.0,999.0,999.0,999.0,446.9246,447.93994,3.5255916,447.94028,449.95657
74,74,5,2,2,3,2.550000e+00,1.0,73.0,449.9651,0.0,999.0,999.0,999.0,452.4739,453.4903,3.525203,453.49063,456.50662
75,75,4,2,1,1,1.700000e+00,1.0,74.0,456.51123,0.0,999.0,999.0,999.0,459.02374,460.03983,3.5285923,460.04016,461.0565
76,76,3,1,3,3,8.500000e-01,1.0,75.0,461.0707,0.0,999.0,999.0,999.0,463.57382,464.59042,3.519708,464.59076,467.60602
77,77,3,1,3,2,8.500000e-01,1.0,76.0,467.61307,0.0,999.0,999.0,999.0,470.12393,471.13968,3.52661,471.13998,473.15692
78,78,7,3,1,3,2.550000e+00,1.0,77.0,473.1661,0.0,999.0,999.0,999.0,475.6733,476.68924,3.5231223,476.6896,479.6903
79,79,3,1,3,4,2.550000e+00,1.0,78.0,479.70486,0.0,999.0,999.0,999.0,482.20627,483.2229,3.5180407,483.22342,487.22354
80,80,1,1,1,1,8.500000e-01,1.0,79.0,487.2304,0.0,999.0,999.0,999.0,489.74072,490.7562,3.5257638,490.75656,491.77332
81,81,5,2,2,2,2.550000e+00,1.0,80.0,491.78595,0.0,999.0,999.0,999.0,494.29053,495.3061,3.5201397,495.3065,497.32227
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,6,2,3,8.075000e-01,1.615000e+00,1.0,0.0,4.0111074,1.0,5.212866,1.2017583,4.0,6.529077,7.539163,3.528056,7.5394444,8.348371
2,2,7,3,1,8.075000e-01,2.422500e+00,1.0,1.0,8.359586,2.0,9.249223,0.889637,3.0,10.87723,11.887103,3.5275173,11.887312,12.701428
3,3,7,3,1,8.882500e+00,1.615000e+00,1.0,2.0,12.703131,1.0,13.635732,0.9326014,7.0,15.220464,16.22664,3.5235093,16.226818,25.110315
4,4,4,2,1,8.075000e-01,1.615000e+00,1.0,3.0,25.115915,--,--,--,--,--,--,--,--,--
5,5,1,1,1,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
6,6,4,2,1,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
7,7,3,1,3,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
8,8,9,3,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
9,9,1,1,1,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
10,10,6,2,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
11,11,2,1,2,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
12,12,4,2,1,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
13,13,6,2,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
14,14,5,2,2,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
15,15,7,3,1,4.037500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
16,16,3,1,3,5.652500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
17,17,5,2,2,2.422500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
18,18,1,1,1,4.037500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,8,3,2,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,9,3,3,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,7,3,1,7.267500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,6,2,3,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,1,1,1,5.652500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,9,3,3,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,7,3,1,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,3,1,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,9,3,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,2,1,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,4,2,1,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,3,1,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,3,1,3,2.422500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,9,3,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,1,1,1,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,4,2,1,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,3,1,3,5.652500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,7,3,1,4.037500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,7,3,1,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,9,3,3,7.267500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,1,1,1,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,2,1,2,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,4,2,1,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,3,1,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,8,3,2,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,1,1,1,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,5.652500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,6,2,3,2.422500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,7,3,1,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,9,3,3,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,1,1,1,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,6,2,3,8.075000e-01,1.615000e+00,1.0,0.0,4.0119205,2.0,4.487953,0.4760327,7.0,6.529438,7.5404234,3.5285027,7.540602,8.357326
2,2,7,3,1,8.075000e-01,2.422500e+00,1.0,1.0,8.367971,1.0,9.091411,0.7234395,7.0,10.885449,11.892771,3.5247989,11.892917,12.710358
3,3,7,3,1,8.882500e+00,1.615000e+00,1.0,2.0,12.712003,2.0,13.077557,0.3655541,4.0,15.22925,16.235315,3.5233123,16.235458,25.119177
4,4,4,2,1,8.075000e-01,1.615000e+00,1.0,3.0,25.124613,2.0,25.519703,0.3950902,1.0,27.642012,28.648106,3.5234933,28.648249,29.4722
5,5,1,1,1,2.422500e+00,8.075000e-01,1.0,4.0,29.4807,2.0,29.872728,0.3920283,4.0,31.997616,33.0027,3.522001,33.002842,35.42643
6,6,4,2,1,8.075000e-01,1.615000e+00,1.0,5.0,35.43084,2.0,35.743626,0.3127868,3.0,37.94869,38.954853,3.524014,38.955,39.76286
7,7,3,1,3,8.075000e-01,1.615000e+00,1.0,6.0,39.766953,2.0,40.2469,0.4799459,6.0,42.284515,43.292744,3.5257885,43.29289,44.115955
8,8,9,3,3,8.075000e-01,2.422500e+00,1.0,7.0,44.120182,2.0,44.85013,0.7299443,7.0,46.637875,47.64271,3.522529,47.642853,48.45241
9,9,1,1,1,8.075000e-01,8.075000e-01,1.0,8.0,48.45701,2.0,48.936306,0.4792948,3.0,50.97457,51.98062,3.5236099,51.980934,52.7888
10,10,6,2,3,8.075000e-01,2.422500e+00,1.0,9.0,52.79283,2.0,53.105827,0.3129948,8.0,55.310394,56.318447,3.5256157,56.318604,57.14189
11,11,2,1,2,4.037500e+00,2.422500e+00,1.0,10.0,57.14713,2.0,57.525703,0.3785754,5.0,59.664402,60.673412,3.526285,60.67356,64.713875
12,12,4,2,1,8.075000e-01,1.615000e+00,1.0,11.0,64.71851,1.0,65.14771,0.4291981,8.0,67.23599,68.24127,3.5227623,68.24144,69.05021
13,13,6,2,3,8.075000e-01,2.422500e+00,1.0,12.0,69.05205,1.0,69.73435,0.6823072,4.0,71.5692,72.57518,3.523132,72.575325,73.386635
14,14,5,2,2,8.075000e-01,8.075000e-01,1.0,13.0,73.38841,2.0,73.70389,0.3154721,5.0,75.90559,76.9112,3.5227838,76.91134,77.72307
15,15,7,3,1,4.037500e+00,1.615000e+00,1.0,14.0,77.72726,1.0,78.27391,0.5466563,9.0,80.24471,81.25314,3.52589,81.25329,85.295074
16,16,3,1,3,5.652500e+00,1.615000e+00,1.0,15.0,85.30004,2.0,85.71237,0.412333,9.0,87.81703,88.823074,3.5230322,88.82322,94.48489
17,17,5,2,2,2.422500e+00,2.422500e+00,1.0,16.0,94.48924,1.0,94.81888,0.3296315,5.0,97.00628,98.01181,3.5225687,98.011955,100.43916
18,18,1,1,1,4.037500e+00,8.075000e-01,1.0,17.0,100.44404,1.0,100.6896,0.2455565,7.0,102.96212,103.96916,3.5251184,103.96931,108.01116
19,19,8,3,2,8.075000e-01,1.615000e+00,1.0,18.0,108.015335,1.0,108.344986,0.3296507,5.0,110.53349,111.538864,3.5235295,111.53902,112.3476
20,20,9,3,3,2.422500e+00,8.075000e-01,1.0,19.0,112.34938,1.0,112.681465,0.3320827,4.0,114.86667,115.87195,3.522568,115.87211,118.30181
21,21,7,3,1,7.267500e+00,2.422500e+00,1.0,20.0,118.30357,--,--,--,--,--,--,--,--,--
22,22,6,2,3,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,1,1,1,5.652500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,9,3,3,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,7,3,1,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,3,1,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,9,3,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,2,1,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,4,2,1,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,3,1,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,3,1,3,2.422500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,9,3,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,1,1,1,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,4,2,1,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,3,1,3,5.652500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,7,3,1,4.037500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,7,3,1,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,9,3,3,7.267500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,1,1,1,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,2,1,2,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,4,2,1,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,3,1,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,8,3,2,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,1,1,1,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,5.652500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,6,2,3,2.422500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,7,3,1,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,9,3,3,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,1,1,1,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,6,2,3,8.075000e-01,1.615000e+00,1.0,0.0,4.009193,0.0,999.0,999.0,999.0,6.510889,7.5279603,3.5187676,7.528146,8.3457
2,2,7,3,1,8.075000e-01,2.422500e+00,1.0,1.0,8.34945,1.0,9.363616,1.0141654,8.0,10.865281,11.871286,3.5218358,11.871434,12.683659
3,3,7,3,1,8.882500e+00,1.615000e+00,1.0,2.0,12.685073,1.0,14.768475,2.0834014,7.0,15.202585,16.207067,3.521994,16.207214,25.095943
4,4,4,2,1,8.075000e-01,1.615000e+00,1.0,3.0,25.09961,2.0,26.99816,1.8985512,3.0,27.616518,28.62079,3.5211816,28.620937,29.433453
5,5,1,1,1,2.422500e+00,8.075000e-01,1.0,4.0,29.439274,1.0,30.952179,1.512904,6.0,31.956438,32.9606,3.5213258,32.960747,35.389736
6,6,4,2,1,8.075000e-01,1.615000e+00,1.0,5.0,35.39253,1.0,35.990543,0.5980126,8.0,37.90852,38.912636,3.520106,38.91278,39.727337
7,7,3,1,3,8.075000e-01,1.615000e+00,1.0,6.0,39.730267,2.0,41.195675,1.4654057,7.0,42.24704,43.25229,3.5220194,43.252438,44.065018
8,8,9,3,3,8.075000e-01,2.422500e+00,1.0,7.0,44.067966,2.0,45.81657,1.7486025,6.0,46.584667,47.587997,3.5200298,47.588142,48.402775
9,9,1,1,1,8.075000e-01,8.075000e-01,1.0,8.0,48.40568,--,--,--,--,--,--,--,--,--
10,10,6,2,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
11,11,2,1,2,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
12,12,4,2,1,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
13,13,6,2,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
14,14,5,2,2,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
15,15,7,3,1,4.037500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
16,16,3,1,3,5.652500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
17,17,5,2,2,2.422500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
18,18,1,1,1,4.037500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,8,3,2,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,9,3,3,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,7,3,1,7.267500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,6,2,3,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,1,1,1,5.652500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,9,3,3,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,7,3,1,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,3,1,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,9,3,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,2,1,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,4,2,1,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,3,1,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,3,1,3,2.422500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,9,3,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,1,1,1,4.037500e+00,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,4,2,1,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,3,1,3,5.652500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,7,3,1,4.037500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,7,3,1,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,9,3,3,7.267500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,1,1,1,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,2,1,2,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,8.075000e-01,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,4,2,1,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,3,1,3,8.075000e-01,2.422500e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2.422500e+00,8.075000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,8,3,2,2.422500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,1,1,1,8.075000e-01,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,5.652500e+00,1.615000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
